Time,Price
2019-11-13 17:35:59.999,8765.0
2019-11-13 17:36:59.999,8767.21
2019-11-13 17:37:59.999,8765.55
2019-11-13 17:38:59.999,8764.71
2019-11-13 17:39:59.999,8763.18
2019-11-13 17:40:59.999,8766.53
2019-11-13 17:41:59.999,8763.17
2019-11-13 17:42:59.999,8763.04
2019-11-13 17:43:59.999,8762.19
2019-11-13 17:44:59.999,8761.13
2019-11-13 17:45:59.999,8761.96
2019-11-13 17:46:59.999,8760.01
2019-11-13 17:47:59.999,8758.03
2019-11-13 17:48:59.999,8755.38
2019-11-13 17:49:59.999,8758.12
2019-11-13 17:50:59.999,8759.45
2019-11-13 17:51:59.999,8759.52
2019-11-13 17:52:59.999,8759.86
2019-11-13 17:53:59.999,8760.96
